Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Cities,,,,,,
FDR47,17.85,Low Fat,0.087604647,Breads,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,1560.6352,Hyderabad,,,,,,
DRF27,8.93,Low Fat,0.028461453,Dairy,152.234,OUT049,1999,Medium,Tier 1,Supermarket Type1,5053.422,Pune,,,,,,
FDQ48,12.6,Regular,0.034244601,Baking Goods,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,1957.452,Ranchi,,,,,,
FDS37,7.655,Low Fat,0.031938828,Canned,114.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,1158.492,Jaipur,,,,,,
NCI18,18.35,Low Fat,0.014024028,Household,224.5746,OUT046,1997,Small,Tier 1,Supermarket Type1,2692.4952,Chennai,,,,,,
NCJ42,12.6,Low Fat,0.014232071,Household,100.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1743.0644,Meerut,,,,,,
FDY48,14,Low Fat,0.023730384,Baking Goods,104.3332,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.4648,Indore,,,,,,
FDB39,11.6,Low Fat,0.038578846,Dairy,56.1272,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264,Hyderabad,,,,,,
DRI37,15.85,Low Fat,0.108036187,Soft Drinks,57.3904,OUT018,2009,Medium,Tier 3,Supermarket Type2,703.0848,Yamunanagar,,,,,,
FDB58,10.5,Regular,0.013572808,Snack Foods,143.2154,OUT017,2007,Medium,Tier 2,Supermarket Type1,1559.9694,Chandigarh,,,,,,
FDV12,16.7,Regular,0.06082402,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,1773.6912,Guwahati,,,,,,
NCU06,17.6,Low Fat,0.074345142,Household,230.901,OUT013,1987,High,Tier 3,Supermarket Type1,4364.319,Ranchi,,,,,,
FDU34,18.25,Low Fat,0.075501241,Snack Foods,123.1046,OUT018,2009,Medium,Tier 3,Supermarket Type2,249.0092,Meerut,,,,,,
FDP31,21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008,Varanasi,,,,,,
FDV11,9.1,Regular,0.081652352,Breads,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.2648,Surat,,,,,,
NCY06,15.25,Low Fat,0.061434045,Household,130.9968,OUT018,2009,Medium,Tier 3,Supermarket Type2,2348.9424,Bhopal,,,,,,
NCV41,14.35,Low Fat,0.017073332,Health and Hygiene,109.5228,OUT045,2002,Medium,Tier 2,Supermarket Type1,1657.842,Chandigarh,,,,,,
FDQ52,12.6,Low Fat,0.118806857,Frozen Foods,248.8434,OUT027,1985,Medium,Tier 3,Supermarket Type3,6705.2718,Bhopal,,,,,,
FDM38,5.885,Regular,0.092694107,Canned,53.6982,OUT013,1987,High,Tier 3,Supermarket Type1,1525.3478,Meerut,,,,,,
FDA14,16.1,Low Fat,0.065183228,Dairy,148.076,OUT046,1997,Small,Tier 1,Supermarket Type1,1464.76,Delhi,,,,,,
FDB23,12.6,Regular,0.005561538,Starchy Foods,224.0062,OUT027,1985,Medium,Tier 3,Supermarket Type3,3837.0054,Bhopal,,,,,,
DRH49,19.7,Low Fat,0.024635077,Soft Drinks,84.1592,OUT013,1987,High,Tier 3,Supermarket Type1,1073.2696,Ranchi,,,,,,
FDI40,11.5,Regular,0.126313413,Frozen Foods,100.6358,OUT017,2007,Medium,Tier 2,Supermarket Type1,2010.716,Indore,,,,,,
FDR37,16.5,Regular,0.066383907,Breakfast,180.4292,OUT045,2002,Medium,Tier 2,Supermarket Type1,2189.1504,Jaipur,,,,,,
FDS16,15.15,Regular,0.066279832,Frozen Foods,147.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,4540.756,Pune,,,,,,
FDT15,12.15,Regular,0.042681522,Meat,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.045,Bangalore,,,,,,
FDL32,15.7,Regular,0.053930934,Fruits and Vegetables,112.4544,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,Varanasi,,,,,,
FDB39,11.6,Low Fat,0.038736838,Dairy,55.8272,OUT017,2007,Medium,Tier 2,Supermarket Type1,1454.1072,Lucknow,,,,,,
FDX40,12.85,Low Fat,0.098910759,Frozen Foods,37.6164,OUT013,1987,High,Tier 3,Supermarket Type1,308.9312,Meerut,,,,,,
DRD13,15,Low Fat,0.049178998,Soft Drinks,65.6168,OUT045,2002,Medium,Tier 2,Supermarket Type1,639.168,Lucknow,,,,,,
FDZ43,11,Regular,0.057011062,Fruits and Vegetables,241.9512,OUT013,1987,High,Tier 3,Supermarket Type1,2908.2144,Yamunanagar,,,,,,
DRM59,5.88,Low Fat,0.003589104,Hard Drinks,155.5998,OUT013,1987,High,Tier 3,Supermarket Type1,1691.7978,Yamunanagar,,,,,,
NCZ18,7.825,Low Fat,0.053930934,Household,253.4698,OUT017,2007,Medium,Tier 2,Supermarket Type1,6849.0846,Jaipur,,,,,,
FDH52,12.6,Regular,0.043690499,Frozen Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432,Patna,,,,,,
FDM25,10.695,Regular,0.10154201,Breakfast,173.7712,OUT010,1998,Medium,Tier 3,Grocery Store,175.7712,Patna,,,,,,
NCP05,12.6,Low Fat,0.025164132,Health and Hygiene,152.6024,OUT027,1985,Medium,Tier 3,Supermarket Type3,6072.096,Bhopal,,,,,,
FDY38,13.6,Regular,0.119077255,Dairy,231.23,OUT013,1987,High,Tier 3,Supermarket Type1,2330.3,Yamunanagar,,,,,,
FDO37,8.06,Low Fat,0.021497594,Breakfast,230.3326,OUT017,2007,Medium,Tier 2,Supermarket Type1,1386.1956,Chandigarh,,,,,,
FDV49,12.6,Low Fat,0.025702129,Canned,262.6226,OUT027,1985,Medium,Tier 3,Supermarket Type3,7136.7102,Varanasi,,,,,,
NCP02,7.105,Low Fat,0.075000682,Household,61.0562,OUT010,1998,Medium,Tier 3,Grocery Store,296.281,Meerut,,,,,,
NCJ19,18.6,Low Fat,0.118419683,Others,58.3588,OUT045,2002,Medium,Tier 2,Supermarket Type1,1545.9876,Ahmedabad,,,,,,
FDW44,9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,2556.672,Mumbai,,,,,,
FDU56,16.85,Low Fat,0.044414056,Fruits and Vegetables,182.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,2028.6926,Chennai,,,,,,
FDZ58,17.85,Low Fat,0.052471995,Snack Foods,123.7072,OUT017,2007,Medium,Tier 2,Supermarket Type1,2450.144,Jaipur,,,,,,
FDZ15,13.1,Low Fat,0.020853376,Dairy,117.4782,OUT013,1987,High,Tier 3,Supermarket Type1,1906.8512,Patna,,,,,,
NCI06,11.3,Low Fat,0.047791878,Household,180.766,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,Mumbai,,,,,,
FDD36,13.3,Low Fat,0.02136022,Baking Goods,120.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,1777.686,Guwahati,,,,,,
FDD56,15.2,Regular,0.103988736,Fruits and Vegetables,177.0054,OUT045,2002,Medium,Tier 2,Supermarket Type1,3677.2134,Nagpur,,,,,,
FDX27,20.7,Regular,0.114581955,Dairy,94.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,945.436,Ranchi,,,,,,
FDG50,7.405,Low Fat,0.02556185,Canned,89.7146,OUT010,1998,Medium,Tier 3,Grocery Store,182.4292,Meerut,,,,,,
FDU36,6.15,Low Fat,0.046459438,Baking Goods,100.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1675.1528,Yamunanagar,,,,,,
FDJ15,11.35,Regular,0.023322478,Dairy,182.5608,OUT046,1997,Small,Tier 1,Supermarket Type1,3307.6944,Kolkata,,,,,,
FDG32,19.85,Low Fat,0.175962247,Fruits and Vegetables,223.0772,OUT035,2004,Small,Tier 2,Supermarket Type1,1779.0176,Surat,,,,,,
FDV15,12.6,Low Fat,0.255929096,Meat,103.3648,OUT019,1985,Small,Tier 1,Grocery Store,311.5944,Mumbai,,,,,,
FDS28,8.18,Regular,0.082333019,Frozen Foods,58.1588,OUT013,1987,High,Tier 3,Supermarket Type1,343.5528,Meerut,,,,,,
FDU23,12.15,Low Fat,0.021757269,Breads,165.0184,OUT049,1999,Medium,Tier 1,Supermarket Type1,3302.368,Mumbai,,,,,,
DRI03,6.03,Low Fat,0.0226994,Dairy,176.4028,OUT035,2004,Small,Tier 2,Supermarket Type1,4250.4672,Nagpur,,,,,,
FDH28,15.85,Regular,0.110653377,Frozen Foods,36.9506,OUT017,2007,Medium,Tier 2,Supermarket Type1,759.012,Jaipur,,,,,,
FDP16,18.6,Low Fat,0.065771529,Frozen Foods,245.7802,OUT010,1998,Medium,Tier 3,Grocery Store,245.6802,Guwahati,,,,,,
NCQ29,12,Low Fat,0.053930934,Health and Hygiene,262.3278,OUT017,2007,Medium,Tier 2,Supermarket Type1,1561.9668,Lucknow,,,,,,
NCH30,17.1,Low Fat,0.053930934,Household,114.686,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232,Bhopal,,,,,,
FDU31,10.5,Regular,0.024991056,Fruits and Vegetables,217.9508,OUT046,1997,Small,Tier 1,Supermarket Type1,2821.6604,Pune,,,,,,
FDF04,17.5,Low Fat,0.013658248,Frozen Foods,256.3304,OUT049,1999,Medium,Tier 1,Supermarket Type1,6199.9296,Mumbai,,,,,,
FDZ20,16.1,Low Fat,0.034278413,Fruits and Vegetables,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,6867.0612,Bhopal,,,,,,
NCK05,20.1,Low Fat,0.053930934,Health and Hygiene,61.3536,OUT010,1998,Medium,Tier 3,Grocery Store,183.7608,Yamunanagar,,,,,,
FDV23,12.6,Low Fat,0.185306514,Breads,125.6046,OUT019,1985,Small,Tier 1,Grocery Store,622.523,Delhi,,,,,,
FDA07,7.55,Regular,0.051794958,Fruits and Vegetables,122.6072,OUT010,1998,Medium,Tier 3,Grocery Store,122.5072,Bhopal,,,,,,
FDL03,19.25,Regular,0.027058066,Meat,194.811,OUT013,1987,High,Tier 3,Supermarket Type1,2749.754,Guwahati,,,,,,
FDX04,19.6,Regular,0.041740902,Frozen Foods,49.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,958.752,Yamunanagar,,,,,,
FDV19,14.85,Regular,0.035400659,Fruits and Vegetables,161.9578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1444.1202,Yamunanagar,,,,,,
FDP22,14.65,Regular,0.099535996,Snack Foods,52.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992,Guwahati,,,,,,
FDT34,9.3,Low Fat,0.175336471,Snack Foods,107.0964,OUT017,2007,Medium,Tier 2,Supermarket Type1,1472.7496,Jaipur,,,,,,
FDZ26,12.6,Regular,0.143319995,Dairy,237.5222,OUT027,1985,Medium,Tier 3,Supermarket Type3,7170.666,Bhopal,,,,,,
NCM43,14.5,Low Fat,0.01950565,Others,163.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,2446.815,Mumbai,,,,,,
DRK35,8.365,Low Fat,0.071846495,Hard Drinks,37.9506,OUT046,1997,Small,Tier 1,Supermarket Type1,569.259,Delhi,,,,,,
FDO20,12.85,Regular,0.053930934,Fruits and Vegetables,252.3382,OUT046,1997,Small,Tier 1,Supermarket Type1,4794.4258,Mumbai,,,,,,
FDO22,13.5,Regular,0.017887238,Snack Foods,79.496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1438.128,Pune,,,,,,
FDM46,7.365,Low Fat,0.159967845,Snack Foods,94.712,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.968,Delhi,,,,,,
FDO01,21.1,Regular,0.020718655,Breakfast,130.4994,OUT046,1997,Small,Tier 1,Supermarket Type1,2184.4898,Chennai,,,,,,
NCX05,12.6,Low Fat,0.096592065,Health and Hygiene,117.4492,OUT027,1985,Medium,Tier 3,Supermarket Type3,1621.8888,Ranchi,,,,,,
FDI46,9.5,Low Fat,0.074460855,Snack Foods,253.6724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448,Bangalore,,,,,,
FDD11,12.85,Low Fat,0.030789914,Starchy Foods,254.904,OUT017,2007,Medium,Tier 2,Supermarket Type1,3036.048,Lucknow,,,,,,
FDA32,14,Low Fat,0.030216783,Fruits and Vegetables,216.6192,OUT018,2009,Medium,Tier 3,Supermarket Type2,3020.0688,Patna,,,,,,
FDW32,18.35,Regular,0.094279004,Fruits and Vegetables,86.3882,OUT035,2004,Small,Tier 2,Supermarket Type1,1545.9876,Surat,,,,,,
FDX22,12.6,Regular,0.04022593,Snack Foods,210.9928,OUT019,1985,Small,Tier 1,Grocery Store,210.3928,Mumbai,,,,,,
FDQ47,7.155,Regular,0.168527463,Breads,33.6874,OUT045,2002,Medium,Tier 2,Supermarket Type1,1023.3346,Indore,,,,,,
FDT07,5.82,Regular,0.077304459,Fruits and Vegetables,257.633,OUT035,2004,Small,Tier 2,Supermarket Type1,4613.994,Lucknow,,,,,,
NCQ43,17.75,Low Fat,0.053930934,Others,108.6912,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1032,Ranchi,,,,,,
FDW07,18,Regular,0.142570104,Fruits and Vegetables,88.2514,OUT013,1987,High,Tier 3,Supermarket Type1,1505.3738,Bhopal,,,,,,
FDE35,7.06,Regular,0.043968652,Starchy Foods,57.6904,OUT049,1999,Medium,Tier 1,Supermarket Type1,585.904,Delhi,,,,,,
FDC04,15.6,Low Fat,0.045076878,Dairy,241.3854,OUT045,2002,Medium,Tier 2,Supermarket Type1,2900.2248,Nagpur,,,,,,
NCW53,12.6,Low Fat,0.030347404,Health and Hygiene,192.5162,OUT027,1985,Medium,Tier 3,Supermarket Type3,3078.6592,Patna,,,,,,
NCG07,12.3,Low Fat,0.052492122,Household,191.053,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.554,Lucknow,,,,,,
FDQ03,15,Regular,0.077999504,Meat,238.0248,OUT035,2004,Small,Tier 2,Supermarket Type1,1896.1984,Nagpur,,,,,,
FDV46,18.2,Low Fat,0.012597384,Snack Foods,141.218,OUT013,1987,High,Tier 3,Supermarket Type1,2936.178,Yamunanagar,,,,,,
NCM26,20.5,Low Fat,0.023179181,Others,154.034,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144,Chennai,,,,,,
DRA59,8.27,Regular,0.128126825,Soft Drinks,183.6924,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.6468,Chennai,,,,,,
FDW13,12.6,Low Fat,0.097410707,Canned,52.7324,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.7552,Ranchi,,,,,,
DRF27,8.93,Low Fat,0.028417272,Dairy,154.534,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,Mumbai,,,,,,
FDT12,6.215,Regular,0.049902382,Baking Goods,225.8062,OUT017,2007,Medium,Tier 2,Supermarket Type1,3159.8868,Lucknow,,,,,,
FDD40,20.25,Regular,0.014823358,Dairy,190.7162,OUT045,2002,Medium,Tier 2,Supermarket Type1,1154.4972,Jaipur,,,,,,
FDN25,7.895,Regular,0.061424738,Breakfast,57.7588,OUT018,2009,Medium,Tier 3,Supermarket Type2,1145.176,Varanasi,,,,,,
FDE33,19.35,Regular,0.049594299,Fruits and Vegetables,77.0644,OUT013,1987,High,Tier 3,Supermarket Type1,2278.3676,Meerut,,,,,,
NCL29,9.695,Low Fat,0.113939434,Health and Hygiene,160.2604,OUT046,1997,Small,Tier 1,Supermarket Type1,1901.5248,Bangalore,,,,,,
NCO30,12.6,Low Fat,0.027532258,Household,185.0608,OUT019,1985,Small,Tier 1,Grocery Store,551.2824,Chennai,,,,,,
FDB16,8.21,Low Fat,0.045016894,Dairy,87.6198,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.8574,Nagpur,,,,,,
FDF16,7.3,Low Fat,0.086307051,Frozen Foods,146.8076,OUT045,2002,Medium,Tier 2,Supermarket Type1,1330.2684,Jaipur,,,,,,
FDL02,20,Regular,0.104083376,Canned,107.4622,OUT046,1997,Small,Tier 1,Supermarket Type1,3705.177,Pune,,,,,,
FDO13,7.865,Low Fat,0.061154604,Breakfast,165.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1151.1682,Bangalore,,,,,,
DRG27,12.6,Low Fat,0.184035253,Dairy,42.2138,OUT019,1985,Small,Tier 1,Grocery Store,40.6138,Mumbai,,,,,,
FDX31,20.35,Regular,0.024815024,Fruits and Vegetables,234.0958,OUT010,1998,Medium,Tier 3,Grocery Store,467.3916,Yamunanagar,,,,,,
FDX11,16,Regular,0.106918052,Baking Goods,183.5634,OUT049,1999,Medium,Tier 1,Supermarket Type1,4725.8484,Bangalore,,,,,,
NCW41,18,Low Fat,0.053930934,Health and Hygiene,158.0604,OUT049,1999,Medium,Tier 1,Supermarket Type1,3327.6684,Kolkata,,,,,,
FDI52,18.7,Low Fat,0.105104552,Frozen Foods,121.7072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1347.5792,Patna,,,,,,
FDN08,12.6,Regular,0.087936752,Fruits and Vegetables,115.9466,OUT027,1985,Medium,Tier 3,Supermarket Type3,4124.631,Varanasi,,,,,,
DRD15,10.6,Low Fat,0.056795923,Dairy,232.8642,OUT046,1997,Small,Tier 1,Supermarket Type1,3485.463,Chennai,,,,,,
DRF01,5.655,Low Fat,0.176070535,Soft Drinks,144.0102,OUT017,2007,Medium,Tier 2,Supermarket Type1,1749.7224,Jaipur,,,,,,
DRH15,12.6,Low Fat,0.19244045,Dairy,43.9428,OUT019,1985,Small,Tier 1,Grocery Store,131.8284,Chennai,,,,,,
FDX59,10.195,Low Fat,0.051871718,Breads,35.3558,OUT018,2009,Medium,Tier 3,Supermarket Type2,237.6906,Guwahati,,,,,,
FDO37,8.06,Low Fat,0.035780177,Breakfast,230.2326,OUT010,1998,Medium,Tier 3,Grocery Store,693.0978,Ranchi,,,,,,
FDY56,16.35,Regular,0.104463896,Fruits and Vegetables,227.1062,OUT010,1998,Medium,Tier 3,Grocery Store,225.7062,Ranchi,,,,,,
FDR31,6.46,Regular,0.049162885,Fruits and Vegetables,146.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,1895.5326,Mumbai,,,,,,
NCH54,13.5,Low Fat,0.072655379,Household,157.792,OUT035,2004,Small,Tier 2,Supermarket Type1,3994.8,Indore,,,,,,
NCW06,16.2,Low Fat,0.050442528,Household,190.8162,OUT045,2002,Medium,Tier 2,Supermarket Type1,2693.8268,Chandigarh,,,,,,
NCC18,19.1,Low Fat,0.177992139,Household,173.1422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2931.5174,Yamunanagar,,,,,,
DRJ23,12.6,Low Fat,0.053930934,Hard Drinks,188.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,3214.4824,Guwahati,,,,,,
FDO16,5.48,Low Fat,0.015131684,Frozen Foods,83.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.825,Bangalore,,,,,,
FDB08,6.055,Low Fat,0.031151714,Fruits and Vegetables,158.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2085.9514,Delhi,,,,,,
NCZ53,9.6,Low Fat,0.024456797,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,3203.1638,Guwahati,,,,,,
DRJ01,6.135,Low Fat,0.192540665,Soft Drinks,160.2236,OUT010,1998,Medium,Tier 3,Grocery Store,322.2472,Patna,,,,,,
DRE48,8.43,Low Fat,0.01732573,Soft Drinks,197.9768,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608,Delhi,,,,,,
DRA59,8.27,Regular,0.127821472,Soft Drinks,185.9924,OUT013,1987,High,Tier 3,Supermarket Type1,555.2772,Patna,,,,,,
FDS27,10.195,Regular,0.012477512,Meat,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,785.644,Mumbai,,,,,,
NCW29,14,Low Fat,0.028980533,Health and Hygiene,129.531,OUT018,2009,Medium,Tier 3,Supermarket Type2,2077.296,Meerut,,,,,,
DRN35,8.01,Low Fat,0.070356805,Hard Drinks,36.8532,OUT049,1999,Medium,Tier 1,Supermarket Type1,755.0172,Kolkata,,,,,,
FDB09,16.25,Low Fat,0.057396092,Fruits and Vegetables,125.8046,OUT046,1997,Small,Tier 1,Supermarket Type1,747.0276,Mumbai,,,,,,
FDV59,13.35,Low Fat,0.048017962,Breads,219.6166,OUT035,2004,Small,Tier 2,Supermarket Type1,3483.4656,Indore,,,,,,
FDD26,12.6,Regular,0.071806046,Canned,186.5924,OUT027,1985,Medium,Tier 3,Supermarket Type3,5182.5872,Patna,,,,,,
FDV55,17.75,Low Fat,0.05507343,Fruits and Vegetables,145.1444,OUT046,1997,Small,Tier 1,Supermarket Type1,1886.8772,Bangalore,,,,,,
FDH48,13.5,Low Fat,0.053930934,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756,Meerut,,,,,,
FDM51,11.8,Regular,0.053930934,Meat,102.4674,OUT010,1998,Medium,Tier 3,Grocery Store,203.7348,Yamunanagar,,,,,,
DRG48,5.78,Low Fat,0.014577695,Soft Drinks,147.2102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326,Mumbai,,,,,,
FDP49,9,Regular,0.053930934,Breakfast,55.2614,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.614,Meerut,,,,,,
FDB03,17.75,Regular,0.156831826,Dairy,241.0538,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769,Mumbai,,,,,,
FDL10,8.395,Low Fat,0.053930934,Snack Foods,98.7042,OUT013,1987,High,Tier 3,Supermarket Type1,892.8378,Patna,,,,,,
FDJ32,12.6,Low Fat,0.057512481,Fruits and Vegetables,62.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,1592.5936,Bhopal,,,,,,
FDD11,12.85,Low Fat,0.053930934,Starchy Foods,253.004,OUT018,2009,Medium,Tier 3,Supermarket Type2,3795.06,Guwahati,,,,,,
FDW13,8.5,Low Fat,0.098036903,Canned,51.5324,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508,Hyderabad,,,,,,
FDA32,14,Low Fat,0.053930934,Fruits and Vegetables,216.9192,OUT017,2007,Medium,Tier 2,Supermarket Type1,6471.576,Chandigarh,,,,,,
DRQ35,9.3,Low Fat,0.042377219,Hard Drinks,123.7388,OUT045,2002,Medium,Tier 2,Supermarket Type1,1609.9044,Jaipur,,,,,,
DRI37,15.85,Low Fat,0.107597879,Soft Drinks,58.7904,OUT046,1997,Small,Tier 1,Supermarket Type1,585.904,Bangalore,,,,,,
FDU38,10.8,Low Fat,0.082549896,Dairy,193.7504,OUT046,1997,Small,Tier 1,Supermarket Type1,4602.0096,Mumbai,,,,,,
FDJ07,7.26,Low Fat,0.02414202,Meat,117.415,OUT010,1998,Medium,Tier 3,Grocery Store,466.06,Guwahati,,,,,,
FDT38,18.7,Low Fat,0.057771828,Dairy,85.3566,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.8962,Yamunanagar,,,,,,
FDX02,16,Low Fat,0.057292529,Dairy,224.3404,OUT018,2009,Medium,Tier 3,Supermarket Type2,4500.808,Meerut,,,,,,
NCN18,8.895,Low Fat,0.124610886,Household,113.1544,OUT013,1987,High,Tier 3,Supermarket Type1,4250.4672,Meerut,,,,,,
FDQ13,11.1,Low Fat,0.010663189,Canned,82.3908,OUT045,2002,Medium,Tier 2,Supermarket Type1,1342.2528,Surat,,,,,,
DRP35,18.85,Low Fat,0.091237452,Hard Drinks,128.9336,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336,Guwahati,,,,,,
DRK47,7.905,Low Fat,0.064325351,Hard Drinks,230.2694,OUT018,2009,Medium,Tier 3,Supermarket Type2,3197.1716,Patna,,,,,,
DRI47,14.7,Low Fat,0.020920179,Hard Drinks,143.8128,OUT046,1997,Small,Tier 1,Supermarket Type1,3020.0688,Mumbai,,,,,,
FDK20,12.6,Regular,0.041641933,Fruits and Vegetables,121.1072,OUT045,2002,Medium,Tier 2,Supermarket Type1,980.0576,Nagpur,,,,,,
FDC34,16,Regular,0.173462841,Snack Foods,157.6972,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.1468,Ranchi,,,,,,
FDI15,12.6,Low Fat,0.24749009,Dairy,263.1884,OUT019,1985,Small,Tier 1,Grocery Store,529.9768,Bangalore,,,,,,
FDG05,12.6,Regular,0.087421738,Frozen Foods,154.463,OUT027,1985,Medium,Tier 3,Supermarket Type3,2972.797,Varanasi,,,,,,
FDK34,13.35,Low Fat,0.038744606,Snack Foods,239.3564,OUT017,2007,Medium,Tier 2,Supermarket Type1,3098.6332,Ahmedabad,,,,,,
FDX50,20.1,Low Fat,0.124910635,Dairy,109.6228,OUT010,1998,Medium,Tier 3,Grocery Store,110.5228,Meerut,,,,,,
FDP56,8.185,Low Fat,0.046673494,Fruits and Vegetables,48.4692,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.2304,Bhopal,,,,,,
NCX54,9.195,Low Fat,0.048134591,Household,107.7622,OUT049,1999,Medium,Tier 1,Supermarket Type1,529.311,Kolkata,,,,,,
FDI20,19.1,Low Fat,0.038720852,Fruits and Vegetables,210.8586,OUT018,2009,Medium,Tier 3,Supermarket Type2,6331.758,Ranchi,,,,,,
FDH33,12.85,Low Fat,0.12241394,Snack Foods,42.9428,OUT017,2007,Medium,Tier 2,Supermarket Type1,703.0848,Nagpur,,,,,,
NCO29,11.15,Low Fat,0.032321608,Health and Hygiene,165.6526,OUT045,2002,Medium,Tier 2,Supermarket Type1,1315.6208,Indore,,,,,,
FDK22,9.8,Low Fat,0.026139404,Snack Foods,216.785,OUT045,2002,Medium,Tier 2,Supermarket Type1,1947.465,Ahmedabad,,,,,,
DRO47,10.195,Low Fat,0.053930934,Hard Drinks,114.086,OUT046,1997,Small,Tier 1,Supermarket Type1,1810.976,Delhi,,,,,,
FDT19,12.6,Regular,0.144338493,Fruits and Vegetables,172.108,OUT027,1985,Medium,Tier 3,Supermarket Type3,4327.7,Guwahati,,,,,,
FDY25,12,Low Fat,0.034166609,Canned,181.2976,OUT017,2007,Medium,Tier 2,Supermarket Type1,5070.7328,Lucknow,,,,,,
FDS44,12.6,Regular,0.27321283,Fruits and Vegetables,240.9538,OUT019,1985,Small,Tier 1,Grocery Store,480.7076,Kolkata,,,,,,
FDJ21,16.7,Regular,0.03858813,Snack Foods,144.6102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3353.6346,Mumbai,,,,,,
FDO40,17.1,Low Fat,0.032628111,Frozen Foods,148.7392,OUT046,1997,Small,Tier 1,Supermarket Type1,1640.5312,Delhi,,,,,,
FDL36,12.6,Low Fat,0.133198355,Baking Goods,91.083,OUT019,1985,Small,Tier 1,Grocery Store,89.883,Kolkata,,,,,,
FDJ21,16.7,Regular,0.038528228,Snack Foods,143.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,1749.7224,Mumbai,,,,,,
FDD05,19.35,Low Fat,0.016705436,Frozen Foods,120.8098,OUT017,2007,Medium,Tier 2,Supermarket Type1,3374.2744,Indore,,,,,,
FDS10,19.2,Low Fat,0.058893461,Snack Foods,178.9318,OUT010,1998,Medium,Tier 3,Grocery Store,180.4318,Patna,,,,,,
FDG14,12.6,Regular,0.050256161,Canned,150.9024,OUT027,1985,Medium,Tier 3,Supermarket Type3,4857.6768,Yamunanagar,,,,,,
FDN57,18.25,Low Fat,0.054234197,Snack Foods,142.0154,OUT046,1997,Small,Tier 1,Supermarket Type1,2269.0464,Pune,,,,,,
